id	h_species	h_genus	h_family	i_species	i_genus	i_tribe	i_family	i_family_id	i_tribe_id	i_genus_id	i_species_id	h_family_id	h_genus_id	h_species_id	coll_total_i	coll_number_same_h	coll_percent	h_n_specimens	i_j_h_col_event	i_j_same_col	h_voucher	rel_confidence
5653	procera	Abies	Pinaceae	pilosipes	Stenodema	Stenodemini	Miridae	6296	8158	40173	40176	62	394	882	99	12	12.12	3	0	0	0	MEDIUM
5654	procera	Abies	Pinaceae	kolenatii	Atractotomus	Phylini	Miridae	6296	6292	5750	2923	62	394	882	46	30	65.22	13	0	0	0	HIGH
5655	millefolium	Achillea	Asteraceae	chrysanthemi	Plagiognathus	Phylini	Miridae	6296	6292	6132	311	98	399	837	1342	2	0.15	2	0	0	0	LOW
5656	dioica	Urtica	Urticaceae	shulli	Lygus	Mirini	Miridae	6296	8151	8152	40245	45	614	725	1406	1	0.07	1	0	0	0	LOW
5657	domestica	Malus	Rosaceae	planicornis	Heterotoma	Orthotylini	Miridae	6296	6291	5928	1233	376	529	9791	106	1	0.94	1	0	0	0	LOW
5658	albus	Symphoricarpos	Caprifoliaceae	planicornis	Heterotoma	Orthotylini	Miridae	6296	6291	5928	1233	136	601	4095	106	2	1.89	1	0	0	0	LOW
5659	procera	Abies	Pinaceae	recticornis	Megaloceroea	Stenodemini	Miridae	6296	8158	8159	40180	62	394	882	227	2	0.88	1	0	0	0	LOW
5660	menziesii	Pseudotsuga	Pinaceae	neglectus	Phytocoris	Mirini	Miridae	6296	8151	36447	37491	62	568	831	191	9	4.71	5	0	0	0	MEDIUM
5661	menziesii	Pseudotsuga	Pinaceae	striatus	Lygus	Mirini	Miridae	6296	8151	8152	67473	62	568	831	185	3	1.62	8	0	0	0	LOW
5662	menziesii	Pseudotsuga	Pinaceae	shulli	Lygus	Mirini	Miridae	6296	8151	8152	40245	62	568	831	1406	3	0.21	2	0	0	0	LOW
5663	procera	Abies	Pinaceae	rubroclarus	Deraeocoris	Deraeocorini	Miridae	6296	8164	34950	73414	62	394	882	36	7	19.44	9	0	0	0	HIGH
5664	procera	Abies	Pinaceae	serrata	Irbisia	Mirini	Miridae	6296	8151	36462	40270	62	394	882	266	15	5.64	4	0	0	0	MEDIUM
5665	menziesii	Pseudotsuga	Pinaceae	scutellatus	Orthops	Mirini	Miridae	6296	8151	39611	41131	62	568	831	381	1	0.26	1	0	0	0	LOW
5666	chrysophylla	Castanopsis	Fagaceae	neglectus	Phytocoris	Mirini	Miridae	6296	8151	36447	37491	68	443	699	191	9	4.71	7	0	0	0	MEDIUM
5667	procera	Abies	Pinaceae	decolor	Lopus	Phylini	Miridae	6296	6292	6006	3964	62	394	882	394	2	0.51	1	0	0	0	LOW
5668	chrysophylla	Castanopsis	Fagaceae	brevis	Deraeocoris	Deraeocorini	Miridae	6296	8164	34950	37485	68	443	699	849	3	0.35	5	0	0	0	LOW
5669	platyphyllos	Tilia	Malvaceae	perplexus	Pilophorus	Pilophorini	Miridae	6296	6293	6127	4592	286	609	3767	184	1	0.54	4	0	0	0	LOW
5670	platyphyllos	Tilia	Malvaceae	brevis	Deraeocoris	Deraeocorini	Miridae	6296	8164	34950	37485	286	609	3767	849	1	0.12	4	0	0	0	LOW
5671	platyphyllos	Tilia	Malvaceae	conspurcatus	Phytocoris	Mirini	Miridae	6296	8151	36447	67906	286	609	3767	121	1	0.83	40	0	0	0	LOW
5672	platyphyllos	Tilia	Malvaceae	tiliae	Phytocoris	Mirini	Miridae	6296	8151	36447	75944	286	609	3767	12	2	16.67	9	0	0	0	LOW
5673	platyphyllos	Tilia	Malvaceae	ketinelbi	Phytocoris	Mirini	Miridae	6296	8151	36447	75449	286	609	3767	30	1	3.33	1	0	0	0	LOW
5674	mollis	Bromus	Poaceae	pacifica	Irbisia	Mirini	Miridae	6296	8151	36462	37475	352	4318	9841	416	3	0.72	1	0	0	0	LOW
5675	mollis	Bromus	Poaceae	sericans	Irbisia	Mirini	Miridae	6296	8151	36462	40259	352	4318	9841	167	3	1.80	10	0	0	0	LOW
5676	carota	Daucus	Apiaceae	shulli	Lygus	Mirini	Miridae	6296	8151	8152	40245	89	468	691	1406	1	0.07	1	0	0	0	LOW
5677	lanatum	Heracleum	Apiaceae	scutellatus	Orthops	Mirini	Miridae	6296	8151	39611	41131	89	502	8668	381	6	1.57	20	0	0	0	LOW
5678	scoparius	Cytisus	Fabaceae	decolor	Lopus	Phylini	Miridae	6296	6292	6006	3964	211	3803	8738	394	1	0.25	5	0	0	0	LOW
5679	cornuta	Corylus	Betulaceae	lattini	Plagiognathus	Phylini	Miridae	6296	6292	6132	515	109	461	712	16	2	12.50	2	0	0	0	LOW
5680	rubra	Alnus	Betulaceae	pabulinus	Lygocoris	Mirini	Miridae	6296	8151	39601	67454	109	405	898	251	1	0.40	1	0	0	0	LOW
5681	menziesii	Pseudotsuga	Pinaceae	varipes	Phytocoris	Mirini	Miridae	6296	8151	36447	37492	62	568	831	54	1	1.85	6	0	0	0	LOW
5682	cornuta	Corylus	Betulaceae	shulli	Lygus	Mirini	Miridae	6296	8151	8152	40245	109	461	712	1406	2	0.14	1	0	0	0	LOW
5683	rubra	Alnus	Betulaceae	planicornis	Heterotoma	Orthotylini	Miridae	6296	6291	5928	1233	109	405	898	106	1	0.94	1	0	0	0	LOW
5684	glomerata	Dactylis	Poaceae	scutellatus	Orthops	Mirini	Miridae	6296	8151	39611	41131	352	7287	9753	381	1	0.26	2	0	0	0	LOW
5685	glomerata	Dactylis	Poaceae	sericans	Irbisia	Mirini	Miridae	6296	8151	36462	40259	352	7287	9753	167	2	1.20	3	0	0	0	LOW
5686	chrysophylla	Castanopsis	Fagaceae	aurora	Phytocoris	Mirini	Miridae	6296	8151	36447	67695	68	443	699	14	4	28.57	7	0	0	0	MEDIUM
5687	chrysophylla	Castanopsis	Fagaceae	juliae	Phytocoris	Mirini	Miridae	6296	8151	36447	75908	68	443	699	33	1	3.03	1	0	0	0	LOW
5688	chrysophylla	Castanopsis	Fagaceae	sewardi	Phytocoris	Mirini	Miridae	6296	8151	36447	37493	68	443	699	15	6	40.00	13	0	0	0	HIGH
5689	chrysophylla	Castanopsis	Fagaceae	calli	Phytocoris	Mirini	Miridae	6296	8151	36447	74935	68	443	699	11	1	9.09	1	0	0	0	LOW
5690	chrysophylla	Castanopsis	Fagaceae	interspersus	Phytocoris	Mirini	Miridae	6296	8151	36447	70146	68	443	699	47	7	14.89	14	0	0	0	MEDIUM
5691	latifolia	Fraxinus	Oleaceae	pacificus	Tropidosteptes	Mirini	Miridae	6296	8151	36471	36472	325	483	11638	34	5	14.71	12	0	0	0	MEDIUM
5692	procera	Abies	Pinaceae	gillespiei	Dichaetocoris	Orthotylini	Miridae	6296	6291	5849	34910	62	394	882	40	2	5.00	1	0	0	0	LOW
5693	procera	Abies	Pinaceae	nobilis	Phytocoris	Mirini	Miridae	6296	8151	36447	75602	62	394	882	11	7	63.64	2	0	0	0	HIGH
5694	procera	Abies	Pinaceae	gilvipes	Mecomma	Orthotylini	Miridae	6296	6291	6023	1588	62	394	882	307	3	0.98	5	0	0	0	LOW
5695	mollis	Bromus	Poaceae	cascadia	Irbisia	Mirini	Miridae	6296	8151	36462	40249	352	4318	9841	93	4	4.30	55	0	0	0	MEDIUM
5696	hystrix	Sitanion	Poaceae	dolabrata	Leptopterna	Stenodemini	Miridae	6296	8158	36119	36120	352	5311	5312	329	1	0.30	10	0	0	0	LOW
5697	rigidus	Bromus	Poaceae	cascadia	Irbisia	Mirini	Miridae	6296	8151	36462	40249	352	4318	9562	93	3	3.23	46	0	0	0	LOW
5698	arundinacea	Festuca	Poaceae	cascadia	Irbisia	Mirini	Miridae	6296	8151	36462	40249	352	4503	12609	93	3	3.23	19	0	0	0	LOW
5699	arundinacea	Festuca	Poaceae	sericans	Irbisia	Mirini	Miridae	6296	8151	36462	40259	352	4503	12609	167	4	2.40	30	0	0	0	MEDIUM
5700	procera	Abies	Pinaceae	planicornis	Heterotoma	Orthotylini	Miridae	6296	6291	5928	1233	62	394	882	106	2	1.89	3	0	0	0	LOW
5701	rubra	Festuca	Poaceae	cascadia	Irbisia	Mirini	Miridae	6296	8151	36462	40249	352	4503	9860	93	1	1.08	11	0	0	0	LOW
5702	circinatum	Acer	Sapindaceae	ceanothi	Lygus	Mirini	Miridae	6296	8151	8152	42109	385	398	10716	112	1	0.89	1	0	0	0	LOW
5703	californica	Scrophularia	Scrophulariaceae	ceanothi	Lygus	Mirini	Miridae	6296	8151	8152	42109	3	588	10136	112	1	0.89	2	0	0	0	LOW
5704	californica	Scrophularia	Scrophulariaceae	shulli	Lygus	Mirini	Miridae	6296	8151	8152	40245	3	588	10136	1406	1	0.07	18	0	0	0	LOW
5705	margaritacea	Anaphalis	Asteraceae	shulli	Lygus	Mirini	Miridae	6296	8151	8152	40245	98	411	824	1406	3	0.21	5	0	0	0	LOW
5706	procera	Abies	Pinaceae	vicinum	Stenodema	Stenodemini	Miridae	6296	8158	40173	40174	62	394	882	201	1	0.50	1	0	0	0	LOW
5707	procera	Abies	Pinaceae	chrysanthemi	Plagiognathus	Phylini	Miridae	6296	6292	6132	311	62	394	882	1342	1	0.07	1	0	0	0	LOW
5708	pratensis	Poa	Poaceae	sericans	Irbisia	Mirini	Miridae	6296	8151	36462	40259	352	1773	5297	167	1	0.60	29	0	0	0	LOW
5709	arundinacea	Festuca	Poaceae	solani	Irbisia	Mirini	Miridae	6296	8151	36462	37473	352	4503	12609	357	2	0.56	4	0	0	0	LOW
5710	garryana	Quercus	Fagaceae	aurora	Phytocoris	Mirini	Miridae	6296	8151	36447	67695	68	571	756	14	2	14.29	9	0	0	0	LOW
5711	pratense	Lolium	Poaceae	solani	Irbisia	Mirini	Miridae	6296	8151	36462	37473	352	7784	12937	357	1	0.28	52	0	0	0	LOW
5712	heterophylla	Tsuga	Pinaceae	neglectus	Phytocoris	Mirini	Miridae	6296	8151	36447	37491	62	611	9520	191	3	1.57	6	0	0	0	LOW
5713	californica	Myrica	Myricaceae	neglectus	Phytocoris	Mirini	Miridae	6296	8151	36447	37491	309	538	10159	191	3	1.57	4	0	0	0	LOW
5714	rubra	Festuca	Poaceae	binotatus	Stenotus	Mirini	Miridae	6296	8151	42070	50690	352	4503	9860	396	3	0.76	12	0	0	0	LOW
5715	discolor	Holodiscus	Rosaceae	ancorifer	Lepidargyrus	Phylini	Miridae	6296	6292	5986	158	376	504	726	330	2	0.61	3	0	0	0	LOW
5716	contorta	Pinus	Pinaceae	striatus	Lygus	Mirini	Miridae	6296	8151	8152	67473	62	554	707	185	3	1.62	2	0	0	0	LOW
5717	amabilis	Pinus	Pinaceae	americanus	Pilophorus	Pilophorini	Miridae	6296	6293	6127	4503	62	554	8574	239	1	0.42	5	0	0	0	LOW
5718	amabilis	Abies	Pinaceae	solivagus	Pinalitus	Mirini	Miridae	6296	8151	37457	37458	62	394	641	40	1	2.50	1	0	0	0	LOW
5719	albicaulis	Pinus	Pinaceae	rugulipennis	Lygus	Mirini	Miridae	6296	8151	8152	67472	62	554	636	45	1	2.22	1	0	0	0	LOW
5720	albicaulis	Pinus	Pinaceae	striatus	Lygus	Mirini	Miridae	6296	8151	8152	67473	62	554	636	185	1	0.54	1	0	0	0	LOW
5721	margaritacea	Anaphalis	Asteraceae	scutellatus	Orthops	Mirini	Miridae	6296	8151	39611	41131	98	411	824	381	3	0.79	4	0	0	0	LOW
5722	margaritacea	Anaphalis	Asteraceae	brevis	Deraeocoris	Deraeocorini	Miridae	6296	8164	34950	37485	98	411	824	849	4	0.47	10	0	0	0	LOW
5723	margaritacea	Anaphalis	Asteraceae	striatus	Lygus	Mirini	Miridae	6296	8151	8152	67473	98	411	824	185	1	0.54	3	0	0	0	LOW
5724	rubra	Festuca	Poaceae	ater	Capsus	Mirini	Miridae	6296	8151	37455	37456	352	4503	9860	294	2	0.68	2	0	0	0	LOW
5725	rubra	Festuca	Poaceae	recticornis	Megaloceroea	Stenodemini	Miridae	6296	8158	8159	40180	352	4503	9860	227	2	0.88	4	0	0	0	LOW
5726	plicata	Thuja	Cupressaceae	pacificus	Tropidosteptes	Mirini	Miridae	6296	8151	36471	36472	63	608	10883	34	1	2.94	1	0	0	0	LOW
5727	rubra	Festuca	Poaceae	serrata	Irbisia	Mirini	Miridae	6296	8151	36462	40270	352	4503	9860	266	4	1.50	18	0	1	0	LOW
5728	triticoides	Elymus	Poaceae	serrata	Irbisia	Mirini	Miridae	6296	8151	36462	40270	352	4689	9222	266	1	0.38	30	0	0	0	LOW
5729	lanatum	Heracleum	Apiaceae	shulli	Lygus	Mirini	Miridae	6296	8151	8152	40245	89	502	8668	1406	1	0.07	1	0	0	0	LOW
5730	uliginosus	Lotus	Fabaceae	shulli	Lygus	Mirini	Miridae	6296	8151	8152	40245	211	526	13368	1406	2	0.14	3	0	0	0	LOW
5731	rubra	Festuca	Poaceae	maerkelii	Pithanus	Stenodemini	Miridae	6296	8158	40185	40186	352	4503	9860	27	1	3.70	3	0	0	0	LOW
5732	autumnale	Helenium	Asteraceae	pacificus	Tropidosteptes	Mirini	Miridae	6296	8151	36471	36472	98	498	6875	34	1	2.94	3	0	0	0	LOW
5733	sanguineum	Ribes	Grossulariaceae	shulli	Lygus	Mirini	Miridae	6296	8151	8152	40245	227	578	6679	1406	1	0.07	2	0	0	0	LOW
5734	angustifolium	Epilobium	Onagraceae	ampla	Lopidea	Orthotylini	Miridae	6296	6291	6002	1407	327	474	9856	56	1	1.79	3	0	0	0	LOW
5735	arbustorum	Artemisia	Asteraceae	angulata	Europiella	Phylini	Miridae	6296	6292	5876	546	98	418	655	58	1	1.72	1	0	0	0	LOW
5736	arbustula	Artemisia	Asteraceae	decolor	Europiella	Phylini	Miridae	6296	6292	5876	34	98	418	656	732	1	0.14	1	0	0	0	LOW
5737	arbuscula	Artemisia	Asteraceae	artemisiae	Europiella	Phylini	Miridae	6296	6292	5876	35	98	418	654	918	1	0.11	1	0	0	0	LOW
5738	thurberiana	Stipa	Poaceae	elongata	Irbisia	Mirini	Miridae	6296	8151	36462	50976	352	5095	12648	20	1	5.00	1	0	0	0	LOW
5739	thurberianum	Achnatherum	Poaceae	exilis	Trigonotylus	Stenodemini	Miridae	6296	8158	34962	39999	352	6939	6938	58	1	1.72	2	0	0	0	LOW
5740	cinereus	Elymus	Poaceae	amoena	Leptopterna	Stenodemini	Miridae	6296	8158	36119	40171	352	4689	8845	158	3	1.90	1	0	0	0	LOW
5741	cinereus	Leymus	Poaceae	utahensis	Labops	Halticini	Miridae	6296	6288	5974	1379	352	6540	2015	15	1	6.67	4	0	0	0	LOW
5742	cinereus	Elymus	Poaceae	elongata	Irbisia	Mirini	Miridae	6296	8151	36462	50976	352	4689	8845	20	1	5.00	1	0	0	0	LOW
5743	ponderosa	Pinus	Pinaceae	diveni	Deraeocoris	Deraeocorini	Miridae	6296	8164	34950	75723	62	554	879	47	1	2.13	1	0	0	0	LOW
5744	grandis	Abies	Pinaceae	mutatus	Deraeocoris	Deraeocorini	Miridae	6296	8164	34950	34951	62	394	2195	18	1	5.56	1	0	0	0	LOW
5745	nauseosus	Chrysothamnus	Asteraceae	medialis	Clivinema	Clivinemini	Miridae	6296	73888	34938	70176	98	451	847	6	1	16.67	3	0	0	0	LOW
5746	occidentale	Rhododendron	Ericaceae	chrysanthemi	Plagiognathus	Phylini	Miridae	6296	6292	6132	311	203	575	857	1342	1	0.07	1	0	0	0	LOW
5747	occidentale	Rhododendron	Ericaceae	obscurus	Plagiognathus	Phylini	Miridae	6296	6292	6132	349	203	575	857	325	1	0.31	2	0	0	0	LOW
5748	occidentale	Rhododendron	Ericaceae	lagopinus	Dichrooscytus	Mirini	Miridae	6296	8151	36459	73956	203	575	857	2	1	50.00	1	0	0	0	LOW
5749	contorta	Pinus	Pinaceae	varipes	Phytocoris	Mirini	Miridae	6296	8151	36447	37492	62	554	707	54	1	1.85	1	0	0	0	LOW
5750	densiflora	Lithocarpus	Fagaceae	fusifrons	Deraeocoris	Deraeocorini	Miridae	6296	8164	34950	37487	68	524	9788	45	1	2.22	3	0	0	0	LOW
5751	densiflora	Lithocarpus	Fagaceae	shulli	Lygus	Mirini	Miridae	6296	8151	8152	40245	68	524	9788	1406	1	0.07	1	0	0	0	LOW
5752	rhombifolia	Alnus	Betulaceae	provancheri	Blepharidopterus	Orthotylini	Miridae	6296	6291	5769	648	109	405	893	478	2	0.42	5	0	0	0	LOW
5753	rhombifolia	Alnus	Betulaceae	vicarius	Pilophorus	Pilophorini	Miridae	6296	6293	6127	4629	109	405	893	76	1	1.32	1	0	0	0	LOW
5754	californica	Myrica	Myricaceae	ketinelbi	Phytocoris	Mirini	Miridae	6296	8151	36447	75449	309	538	10159	30	1	3.33	12	0	0	0	LOW
5755	californica	Myrica	Myricaceae	brevis	Deraeocoris	Deraeocorini	Miridae	6296	8164	34950	37485	309	538	10159	849	1	0.12	1	0	0	0	LOW
5756	californica	Myrica	Myricaceae	interspersus	Phytocoris	Mirini	Miridae	6296	8151	36447	70146	309	538	10159	47	1	2.13	1	0	0	0	LOW
5757	californica	Myrica	Myricaceae	provancheri	Blepharidopterus	Orthotylini	Miridae	6296	6291	5769	648	309	538	10159	478	1	0.21	2	0	0	0	LOW
5758	arundinacea	Festuca	Poaceae	californica	Irbisia	Mirini	Miridae	6296	8151	36462	40251	352	4503	12609	455	1	0.22	5	0	0	0	LOW
5759	glomerata	Dactylis	Poaceae	californica	Irbisia	Mirini	Miridae	6296	8151	36462	40251	352	7287	9753	455	1	0.22	5	0	0	0	LOW
5760	tridentata	Artemisia	Asteraceae	debilis	Litomiris	Stenodemini	Miridae	6296	8158	40182	40184	98	418	948	285	1	0.35	1	0	0	0	LOW
5761	viscidiflorus	Chrysothamnus	Asteraceae	inconspicua	Brooksetta	Orthotylini	Miridae	6296	6291	5783	675	98	451	963	94	4	4.26	14	0	0	0	MEDIUM
5762	viscidiflorus	Chrysothamnus	Asteraceae	bakeri	Orectoderus	Pronotocrepini	Miridae	6296	6306	6325	6338	98	451	963	39	1	2.56	1	0	0	0	LOW
5763	nauseosa	Ericameria	Asteraceae	arcuatus	Orectoderus	Pronotocrepini	Miridae	6296	6306	6325	6326	98	1622	4133	75	1	1.33	1	0	0	0	LOW
5764	secunda	Poa	Poaceae	schuhi	Trigonotylus	Stenodemini	Miridae	6296	8158	34962	40412	352	1773	6941	4	3	75.00	30	0	0	0	MEDIUM
5765	tridentata	Artemisia	Asteraceae	diffusus	Polymerus	Mirini	Miridae	6296	8151	41124	67941	98	418	948	101	4	3.96	22	0	0	0	MEDIUM
5766	tridentata	Artemisia	Asteraceae	lattini	Pseudopsallus	Orthotylini	Miridae	6296	6291	6165	2379	98	418	948	11	9	81.82	3	0	0	0	HIGH
5767	nauseosa	Ericameria	Asteraceae	schuhi	Chlamydatus	Phylini	Miridae	6296	6292	5807	98	98	1622	4133	53	1	1.89	2	0	0	0	LOW
5768	viscidiflorus	Chrysothamnus	Asteraceae	debilis	Litomiris	Stenodemini	Miridae	6296	8158	40182	40184	98	451	963	285	1	0.35	1	0	0	0	LOW
5769	spicata	Pseudoroegneria	Poaceae	pergrandis	Coquillettia	Phylini	Miridae	6296	6292	6374	6422	352	6935	9453	257	1	0.39	1	0	0	0	LOW
5770	spicatum	Agropyron	Poaceae	oregonensis	Myrmecophyes	Halticini	Miridae	6296	6288	6041	1648	352	403	9235	6	5	83.33	2	0	0	0	MEDIUM
5771	spicatum	Agropyron	Poaceae	obliquus	Chlamydatus	Phylini	Miridae	6296	6292	5807	93	352	403	9235	207	1	0.48	1	0	0	0	LOW
5772	sagittata	Balsamorhiza	Asteraceae	debilis	Litomiris	Stenodemini	Miridae	6296	8158	40182	40184	98	426	4876	285	1	0.35	2	0	0	0	LOW
5773	occidentalis	Juniperus	Cupressaceae	brevis	Deraeocoris	Deraeocorini	Miridae	6296	8164	34950	37485	63	511	9871	849	1	0.12	2	0	0	0	LOW
5774	ledifolius	Cercocarpus	Rosaceae	serrata	Irbisia	Mirini	Miridae	6296	8151	36462	40270	376	448	804	266	3	1.13	5	0	0	0	LOW
5775	spicatum	Agropyron	Poaceae	picta	Phyllopidea	Phylini	Miridae	6296	6292	6121	4448	352	403	9235	176	1	0.57	2	0	0	0	LOW
5776	spicatum	Agropyron	Poaceae	serrata	Irbisia	Mirini	Miridae	6296	8151	36462	40270	352	403	9235	266	1	0.38	2	0	0	0	LOW
5777	ponderosa	Pinus	Pinaceae	rolfsi	Pinophylus	Phylini	Miridae	6296	6292	6129	358	62	554	879	56	1	1.79	1	0	0	0	LOW
5778	ponderosa	Pinus	Pinaceae	piceicola	Dichaetocoris	Orthotylini	Miridae	6296	6291	5849	926	62	554	879	160	2	1.25	1	0	0	0	LOW
5779	velutinus	Ceanothus	Rhamnaceae	manzanitae	Arctostaphylocoris	Phylini	Miridae	6296	6292	5740	90	373	444	958	30	1	3.33	2	0	0	0	LOW
5780	velutinus	Ceanothus	Rhamnaceae	brevis	Deraeocoris	Deraeocorini	Miridae	6296	8164	34950	37485	373	444	958	849	6	0.71	13	0	0	0	LOW
5781	chrysophylla	Castanopsis	Fagaceae	nubilatus	Nonlygus	Mirini	Miridae	6296	8151	41126	41127	68	443	699	95	1	1.05	1	0	0	0	LOW
5782	contorta	Pinus	Pinaceae	fuscipubescens	Irbisia	Mirini	Miridae	6296	8151	36462	40248	62	554	707	80	1	1.25	2	0	0	0	LOW
5783	albicaulis	Pinus	Pinaceae	rolfsi	Pappus	Mirini	Miridae	6296	8151	74294	76220	62	554	636	35	2	5.71	6	0	0	0	LOW
5784	pratensis	Poa	Poaceae	hirtus	Labops	Halticini	Miridae	6296	6288	5974	1373	352	1773	5297	376	1	0.27	2	0	0	0	LOW
5785	pratensis	Poa	Poaceae	insignis	Mimoceps	Stenodemini	Miridae	6296	8158	40188	40189	352	1773	5297	63	1	1.59	2	0	0	0	LOW
5786	occidentalis	Juniperus	Cupressaceae	flavescens	Dichrooscytus	Mirini	Miridae	6296	8151	36459	73472	63	511	9871	73	2	2.74	11	0	0	0	LOW
5787	grandis	Abies	Pinaceae	piceicola	Psallovius	Phylini	Miridae	6296	6292	6153	4788	62	394	2195	306	1	0.33	2	0	0	0	LOW
5788	grandis	Abies	Pinaceae	piceicola	Dichaetocoris	Orthotylini	Miridae	6296	6291	5849	926	62	394	2195	160	2	1.25	1	0	0	0	LOW
5789	grandis	Abies	Pinaceae	bakeri	Deraeocoris	Deraeocorini	Miridae	6296	8164	34950	37484	62	394	2195	141	1	0.71	2	0	0	0	LOW
5790	hystrix	Sitanion	Poaceae	hirtus	Labops	Halticini	Miridae	6296	6288	5974	1373	352	5311	5312	376	1	0.27	1	0	0	0	LOW
5791	triticoides	Elymus	Poaceae	hesperus	Lygus	Mirini	Miridae	6296	8151	8152	50719	352	4689	9222	1504	1	0.07	1	0	0	0	LOW
5792	hystrix	Sitanion	Poaceae	curtus	Litomiris	Stenodemini	Miridae	6296	8158	40182	40183	352	5311	5312	39	1	2.56	1	0	0	0	LOW
5793	triticoides	Elymus	Poaceae	trispinosa	Stenodema	Stenodemini	Miridae	6296	8158	40173	40175	352	4689	9222	531	1	0.19	1	0	0	0	LOW
5794	hystrix	Sitanion	Poaceae	serrata	Irbisia	Mirini	Miridae	6296	8151	36462	40270	352	5311	5312	266	1	0.38	1	0	0	0	LOW
5795	hystrix	Sitanion	Poaceae	brachycera	Irbisia	Mirini	Miridae	6296	8151	36462	37474	352	5311	5312	303	1	0.33	1	0	0	0	LOW
5796	decurrens	Calocedrus	Cupressaceae	calocedrus	Dichaetocoris	Orthotylini	Miridae	6296	6291	5849	917	63	5317	9281	29	2	6.90	1	0	0	0	LOW
5797	tridentata	Purshia	Rosaceae	elisus	Lygus	Mirini	Miridae	6296	8151	8152	40247	376	569	8758	1557	3	0.19	5	0	0	0	LOW
5798	tridentata	Purshia	Rosaceae	curtus	Litomiris	Stenodemini	Miridae	6296	8158	40182	40183	376	569	8758	39	1	2.56	2	0	0	0	LOW
5799	lanceolata	Plantago	Plantaginaceae	basivittis	Polymerus	Mirini	Miridae	6296	8151	41124	67938	349	557	9442	97	3	3.09	9	0	0	0	LOW
5800	amabilis	Abies	Pinaceae	abietis	Dichrooscytus	Mirini	Miridae	6296	8151	36459	73537	62	394	641	27	2	7.41	10	0	0	0	LOW
5801	procera	Abies	Pinaceae	piceicola	Deraeocoris	Deraeocorini	Miridae	6296	8164	34950	37489	62	394	882	78	26	33.33	29	0	0	0	HIGH
5802	amabilis	Abies	Pinaceae	rubrotinctus	Pinalitus	Mirini	Miridae	6296	8151	37457	73345	62	394	641	32	6	18.75	17	0	0	0	HIGH
5803	procera	Abies	Pinaceae	speciosus	Allorhinocoris	Mirini	Miridae	6296	8151	74346	75136	62	394	882	82	3	3.66	3	0	0	0	LOW
5804	amabilis	Abies	Pinaceae	piceicola	Deraeocoris	Deraeocorini	Miridae	6296	8164	34950	37489	62	394	641	78	9	11.54	13	0	0	0	MEDIUM
5805	amabilis	Abies	Pinaceae	incertus	Deraeocoris	Deraeocorini	Miridae	6296	8164	34950	59955	62	394	641	166	4	2.41	5	0	0	0	MEDIUM
5806	amabilis	Abies	Pinaceae	piceicola	Dichaetocoris	Orthotylini	Miridae	6296	6291	5849	926	62	394	641	160	11	6.88	10	0	0	0	MEDIUM
5807	procera	Abies	Pinaceae	rainieri	Phytocoris	Mirini	Miridae	6296	8151	36447	77651	62	394	882	4	1	25.00	1	0	0	0	LOW
5808	amabilis	Abies	Pinaceae	shulli	Lygus	Mirini	Miridae	6296	8151	8152	40245	62	394	641	1406	3	0.21	6	0	0	0	LOW
5809	amabilis	Abies	Pinaceae	striatus	Lygus	Mirini	Miridae	6296	8151	8152	67473	62	394	641	185	1	0.54	1	0	0	0	LOW
5810	amabilis	Abies	Pinaceae	piceicola	Psallovius	Phylini	Miridae	6296	6292	6153	4788	62	394	641	306	1	0.33	1	0	0	0	LOW
5811	amabilis	Abies	Pinaceae	neglectus	Phytocoris	Mirini	Miridae	6296	8151	36447	37491	62	394	641	191	5	2.62	5	0	0	0	MEDIUM
5812	albicaulis	Pinus	Pinaceae	americanus	Pilophorus	Pilophorini	Miridae	6296	6293	6127	4503	62	554	636	239	3	1.26	6	0	0	0	LOW
5813	contorta	Pinus	Pinaceae	flemingi	Orthotylus	Orthotylini	Miridae	6296	6291	6088	34911	62	554	707	5	1	20.00	1	0	0	0	LOW
5814	strobus	Pinus	Pinaceae	solivagus	Pinalitus	Mirini	Miridae	6296	8151	37457	37458	62	554	926	40	1	2.50	1	0	0	0	LOW
5815	albicaulis	Pinus	Pinaceae	solivagus	Pinalitus	Mirini	Miridae	6296	8151	37457	37458	62	554	636	40	1	2.50	1	0	0	0	LOW
5816	albicaulis	Pinus	Pinaceae	brevis	Deraeocoris	Deraeocorini	Miridae	6296	8164	34950	37485	62	554	636	849	1	0.12	1	0	0	0	LOW
5817	albicaulis	Pinus	Pinaceae	crinitus	Pappus	Mirini	Miridae	6296	8151	74294	76204	62	554	636	2	1	50.00	3	0	0	0	LOW
5818	albicaulis	Pinus	Pinaceae	intermedius	Pappus	Mirini	Miridae	6296	8151	74294	76208	62	554	636	3	1	33.33	2	0	0	0	LOW
5819	albicaulis	Pinus	Pinaceae	heidemanni	Phytocoris	Mirini	Miridae	6296	8151	36447	67514	62	554	636	59	2	3.39	3	0	0	0	LOW
5820	contorta	Pinus	Pinaceae	gillespiei	Dichaetocoris	Orthotylini	Miridae	6296	6291	5849	34910	62	554	707	40	4	10.00	2	0	0	0	MEDIUM
5821	amabilis	Abies	Pinaceae	brevis	Deraeocoris	Deraeocorini	Miridae	6296	8164	34950	37485	62	394	641	849	3	0.35	3	0	0	0	LOW
